,country,year,co2,AverageTemperature,population,share_global_co2,AverageTemperatureUncertainty,gdp,HDI,LandMaxTemperature,LandMinTemperature
2090,Peru,1925,4.785,18.571,5135856.0,0.13,0.463,12446850000.0,0.1,14.344333333333333,2.5415
2091,Philippines,1925,0.084,26.852,10420173.0,0.0,0.377,24886200000.0,0.15,14.344333333333333,2.5415
2092,Poland,1925,48.075,14.352,25439942.0,1.29,0.451,,0.22,14.344333333333333,2.5415
2093,Portugal,1925,3.122,19.079,6386774.0,0.08,0.481,14701290000.0,0.15,14.344333333333333,2.5415
2094,Puerto Rico,1925,,26.09,,,0.376,,0.16,14.344333333333333,2.5415
2095,Romania,1925,11.71,15.81,13075761.0,0.32,0.442,8057490000.0,0.17,14.344333333333333,2.5415
2096,Russia,1925,32.548,10.163,81534627.0,0.88,0.623,,0.16,14.344333333333333,2.5415
2097,Serbia,1925,3.289,16.602999999999998,4020553.0,0.09,0.519,,0.15,14.344333333333333,2.5415
2098,South Africa,1925,28.953,10.068,8284016.0,0.78,0.6779999999999999,,0.13,14.344333333333333,2.5415
2099,South Korea,1925,0.089,20.261,11883485.0,0.0,0.274,19115896041.0,0.08,14.344333333333333,2.5415
2100,Spain,1925,19.053,19.092,22314097.0,0.51,0.348,83037700000.0,0.21,14.344333333333333,2.5415
2101,Sweden,1925,13.12,12.148,6010647.0,0.35,0.426,33174960000.0,0.35,14.344333333333333,2.5415
2102,Switzerland,1925,7.537,14.569,3934064.0,0.2,0.348,32786471388.0,0.37,14.344333333333333,2.5415
2103,Taiwan,1925,4.488,25.988000000000003,3976751.0,0.12,0.407,7930032000.0,0.12,14.344333333333333,2.5415
2104,Tunisia,1925,,27.554,2460624.0,,0.7290000000000001,,0.07,14.344333333333333,2.5415
2105,Turkey,1925,2.367,17.663,14476863.0,0.06,0.436,16856741000.0,0.07,14.344333333333333,2.5415
2106,United Kingdom,1925,449.657,13.053,46778068.0,12.11,0.322,369438741000.0,0.36,14.344333333333333,2.5415
2107,United States,1925,1758.098,19.242,119661215.0,47.35,0.229,1296540087248.0,0.37,14.344333333333333,2.5415
2108,Venezuela,1925,0.674,24.703000000000003,3408258.0,0.02,0.296,7127946000.0,0.09,14.344333333333333,2.5415
2109,Zimbabwe,1925,1.828,16.412,1663702.0,0.05,0.239,,0.07,14.344333333333333,2.5415
2110,Algeria,1929,0.08,30.547,6336013.0,0.0,0.677,,0.08,13.95641666666667,2.3010833333333336
2111,Argentina,1929,13.13,7.316,11456721.0,0.31,0.311,80691912000.0,0.25,13.95641666666667,2.3010833333333336
2112,Australia,1929,23.652,14.049,6241064.0,0.56,0.214,53656044000.0,0.4,13.95641666666667,2.3010833333333336
2113,Austria,1929,24.173,14.165,6664880.0,0.57,0.233,39290944000.0,0.34,13.95641666666667,2.3010833333333336
2114,Belgium,1929,96.955,14.905,8005591.0,2.28,0.369,64705792000.0,0.33,13.95641666666667,2.3010833333333336
2115,Bolivia,1929,0.011,17.646,2610271.0,0.0,0.598,5749620000.0,0.1,13.95641666666667,2.3010833333333336
2116,Brazil,1929,6.346,23.031,33146151.0,0.15,0.225,48189710000.0,0.11,13.95641666666667,2.3010833333333336
2117,Bulgaria,1929,2.484,19.117,5917763.0,0.06,0.351,11638200000.0,0.2,13.95641666666667,2.3010833333333336
2118,Canada,1929,99.03,8.581,10034182.0,2.33,0.522,83202570000.0,0.39,13.95641666666667,2.3010833333333336
2119,Chile,1929,4.015,5.121,4551838.0,0.09,0.458,23863158000.0,0.18,13.95641666666667,2.3010833333333336
2120,China,1929,35.804,17.768,489891377.0,0.84,0.352,488734819000.0,0.07,13.95641666666667,2.3010833333333336
2121,Colombia,1929,1.29,24.239,7926695.0,0.03,0.203,18762579000.0,0.13,13.95641666666667,2.3010833333333336
2122,Denmark,1929,15.125,-3.79,3515938.0,0.36,1.217,28457102000.0,0.38,13.95641666666667,2.3010833333333336
2123,Ecuador,1929,0.601,21.06,1995134.0,0.01,0.249,3755744000.0,0.1,13.95641666666667,2.3010833333333336
2124,Egypt,1929,0.923,29.357000000000006,13613985.0,0.02,0.4920000000000001,,0.08,13.95641666666667,2.3010833333333336
2125,Finland,1929,3.351,11.282,3409796.0,0.08,0.29,14829344000.0,0.27,13.95641666666667,2.3010833333333336
2126,France,1929,234.282,17.855999999999998,40477066.0,5.51,0.478,309554840000.0,0.33,13.95641666666667,2.3010833333333336
2127,Germany,1929,539.235,14.559,65850348.0,12.67,0.281,418019723000.0,0.37,13.95641666666667,2.3010833333333336
2128,Greece,1929,2.703,22.33,6350272.0,0.06,0.346,23424575000.0,0.22,13.95641666666667,2.3010833333333336
2129,Hungary,1929,15.112,18.002000000000006,8542839.0,0.36,0.224,33877101000.0,0.26,13.95641666666667,2.3010833333333336
2130,India,1929,41.766,28.918000000000003,344079020.0,0.98,0.125,386396000000.0,0.07,13.95641666666667,2.3010833333333336
2131,Indonesia,1929,18.539,25.258000000000003,52712242.0,0.44,0.3229999999999999,103854338000.0,0.07,13.95641666666667,2.3010833333333336
2132,Ireland,1929,9.999,12.667,3030681.0,0.23,0.288,13219437000.0,0.33,13.95641666666667,2.3010833333333336
2133,Italy,1929,44.027,20.102,39994786.0,1.03,0.332,197852941000.0,0.25,13.95641666666667,2.3010833333333336
2134,Japan,1929,94.88,18.375,62625034.0,2.23,0.136,231794743254.8,0.26,13.95641666666667,2.3010833333333336
2135,Malaysia,1929,4.115,25.927,4074267.0,0.1,0.223,13898990892.8,0.09,13.95641666666667,2.3010833333333336
2136,Mexico,1929,22.148,25.126,16638808.0,0.52,0.272,40905000000.0,0.12,13.95641666666667,2.3010833333333336
2137,Morocco,1929,0.033,22.939,6388618.0,0.0,0.498,,0.05,13.95641666666667,2.3010833333333336
2138,Mozambique,1929,0.011,20.016,4273952.0,0.0,0.197,,0.04,13.95641666666667,2.3010833333333336
2139,Netherlands,1929,41.267,13.99,7716885.0,0.97,0.333,70567176000.0,0.4,13.95641666666667,2.3010833333333336
2140,New Zealand,1929,4.894,7.113,1457030.0,0.12,0.581,12338748000.0,0.42,13.95641666666667,2.3010833333333336
2141,Nigeria,1929,0.931,26.539,26800741.0,0.02,0.259,,0.04,13.95641666666667,2.3010833333333336
2142,Norway,1929,9.521,7.093999999999999,2789197.0,0.22,0.4320000000000001,15598895000.0,0.37,13.95641666666667,2.3010833333333336
2143,Peru,1929,7.082,18.442,5466477.0,0.17,0.54,16409236000.0,0.12,13.95641666666667,2.3010833333333336
2144,Philippines,1929,0.069,27.348000000000003,11325615.0,0.0,0.291,29028280000.0,0.15,13.95641666666667,2.3010833333333336
2145,Poland,1929,72.69,14.432,27095139.0,1.71,0.311,93986144000.0,0.23,13.95641666666667,2.3010833333333336
2146,Portugal,1929,3.968,20.267,6696161.0,0.09,0.469,17194766000.0,0.16,13.95641666666667,2.3010833333333336
2147,Puerto Rico,1929,,26.042,,,0.286,,0.17,13.95641666666667,2.3010833333333336
2148,Romania,1929,20.491,17.467,13802811.0,0.48,0.278,9501312000.0,0.17,13.95641666666667,2.3010833333333336
2149,Russia,1929,70.146,10.858,84588394.0,1.65,0.396,,0.18,13.95641666666667,2.3010833333333336
2150,Serbia,1929,4.483,18.51,4370595.0,0.11,0.41,,0.17,13.95641666666667,2.3010833333333336
2151,South Africa,1929,30.769,11.85,9001161.0,0.72,0.535,,0.13,13.95641666666667,2.3010833333333336
2152,South Korea,1929,0.131,21.861,12674274.0,0.0,0.238,20517274738.8,0.1,13.95641666666667,2.3010833333333336
2153,Spain,1929,23.97,20.266,23214422.0,0.56,0.254,96855330000.0,0.23,13.95641666666667,2.3010833333333336
2154,Sweden,1929,19.37,10.705,6112863.0,0.46,0.356,39587788000.0,0.36,13.95641666666667,2.3010833333333336
2155,Switzerland,1929,10.264,14.867,4003629.0,0.24,0.233,39898390825.0,0.38,13.95641666666667,2.3010833333333336
2156,Taiwan,1929,4.192,26.274,4363465.0,0.1,0.219,8834067000.0,0.12,13.95641666666667,2.3010833333333336
2157,Tunisia,1929,,26.272,2574922.0,,0.518,,0.08,13.95641666666667,2.3010833333333336
2158,Turkey,1929,3.55,19.187,14937518.0,0.08,0.398,22851570000.0,0.09,13.95641666666667,2.3010833333333336
2159,United Kingdom,1929,460.674,11.728,46459696.0,10.83,0.251,400634784000.0,0.37,13.95641666666667,2.3010833333333336
2160,United States,1929,1963.414,18.241,126654267.0,46.14,0.1689999999999999,1461345494248.5,0.38,13.95641666666667,2.3010833333333336
2161,Venezuela,1929,1.949,24.618,3547303.0,0.05,0.395,9587978000.0,0.1,13.95641666666667,2.3010833333333336
2162,Zimbabwe,1929,2.752,16.679000000000002,1807729.0,0.06,0.475,,0.07,13.95641666666667,2.3010833333333336
2163,Argentina,1890,1.37,6.956,3369205.0,0.11,0.8009999999999999,13000976000.0,0.14,13.928916666666664,1.8507500000000003
2164,Australia,1890,3.547,15.374,3051572.0,0.27,0.504,22078342000.0,0.28,13.928916666666664,1.8507500000000003
2165,Austria,1890,13.037,12.584,5403122.0,1.0,0.411,21004236000.0,0.21,13.928916666666664,1.8507500000000003
2166,Belgium,1890,39.824,14.7,6092147.0,3.07,0.513,33308544000.0,0.23,13.928916666666664,1.8507500000000003
2167,Bulgaria,1890,0.033,17.104,3447267.0,0.0,0.557,,0.11,13.928916666666664,1.8507500000000003
2168,Canada,1890,12.414,8.439,4841246.0,0.96,1.26,18639220000.0,0.25,13.928916666666664,1.8507500000000003
2169,Denmark,1890,2.869,-4.62,2298166.0,0.22,1.581,9226468000.0,0.27,13.928916666666664,1.8507500000000003
2170,Finland,1890,0.209,12.57,2358017.0,0.02,0.5479999999999999,5203164000.0,0.12,13.928916666666664,1.8507500000000003
2171,France,1890,97.818,17.075,39527583.0,7.53,0.609,151533018000.0,0.24,13.928916666666664,1.8507500000000003
2172,Germany,1890,208.232,14.017,48260349.0,16.04,0.482,184239090000.0,0.27,13.928916666666664,1.8507500000000003
2173,Greece,1890,,20.817,4509403.0,,1.259,10115874000.0,0.13,13.928916666666664,1.8507500000000003
2174,Hungary,1890,5.254,16.757,6614395.0,0.4,0.309,15548456000.0,0.15,13.928916666666664,1.8507500000000003
2175,India,1890,4.437,28.113000000000003,283791657.0,0.34,0.406,260331806000.0,0.04,13.928916666666664,1.8507500000000003
2176,Indonesia,1890,0.015,25.07,33754719.0,0.0,0.63,41747960000.0,0.02,13.928916666666664,1.8507500000000003
2177,Ireland,1890,,13.035,4690478.0,,0.54,,0.22,13.928916666666664,1.8507500000000003
2178,Italy,1890,12.208,18.241,31475731.0,0.94,0.3670000000000001,94281748000.0,0.15,13.928916666666664,1.8507500000000003
2179,Japan,1890,6.756,18.969,39847686.0,0.52,0.487,74285741305.8,0.14,13.928916666666664,1.8507500000000003
2180,Malaysia,1890,0.007,25.407,1533320.0,0.0,0.525,,0.04,13.928916666666664,1.8507500000000003
2181,Netherlands,1890,10.285,14.11,4519467.0,0.79,0.521,23028730000.0,0.26,13.928916666666664,1.8507500000000003
2182,New Zealand,1890,1.422,6.095,661529.0,0.11,0.595,3980025000.0,0.3,13.928916666666664,1.8507500000000003
2183,Norway,1890,2.077,8.07,2005632.0,0.16,0.917,5529693000.0,0.28,13.928916666666664,1.8507500000000003
2184,Peru,1890,0.011,,3364190.0,0.0,,2830716000.0,0.05,13.928916666666664,1.8507500000000003
2185,Poland,1890,41.865,14.49,22462150.0,3.22,0.439,50370216000.0,0.13,13.928916666666664,1.8507500000000003
2186,Portugal,1890,1.678,20.164,5019444.0,0.13,0.721,9040344000.0,0.13,13.928916666666664,1.8507500000000003
2187,Romania,1890,0.806,15.825,10307856.0,0.06,0.392,5871118000.0,0.09,13.928916666666664,1.8507500000000003
2188,Russia,1890,16.549,11.34,59310715.0,1.27,1.114,,0.08,13.928916666666664,1.8507500000000003
2189,Serbia,1890,0.038,16.667,2176114.0,0.0,0.434,,0.1,13.928916666666664,1.8507500000000003
2190,South Africa,1890,0.297,11.630999999999998,4746928.0,0.02,0.7290000000000001,,0.09,13.928916666666664,1.8507500000000003
2191,Spain,1890,7.339,19.994,17749983.0,0.57,0.439,43735491000.0,0.13,13.928916666666664,1.8507500000000003
2192,Sweden,1890,4.946,11.921,4790934.0,0.38,0.485,12456680000.0,0.27,13.928916666666664,1.8507500000000003
2193,Switzerland,1890,2.876,13.265999999999998,2951173.0,0.22,0.486,15667804795.5,0.29,13.928916666666664,1.8507500000000003
2194,Turkey,1890,0.366,19.061,13346561.0,0.03,0.495,,0.05,13.928916666666664,1.8507500000000003
2195,United Kingdom,1890,353.023,12.220999999999998,37730415.0,27.19,0.5710000000000001,256584825000.0,0.26,13.928916666666664,1.8507500000000003
2196,United States,1890,401.747,18.823,64713188.0,30.94,0.555,421879369420.8,0.26,13.928916666666664,1.8507500000000003
2197,Argentina,1900,2.07,8.74,4689224.0,0.11,0.463,21508019000.0,0.16,14.3895,2.5756666666666668
2198,Australia,1900,10.168,15.472,3693392.0,0.52,0.423,23931177000.0,0.31,14.3895,2.5756666666666668
2199,Austria,1900,27.696,14.664,5979177.0,1.42,0.32,27439962000.0,0.24,14.3895,2.5756666666666668
2200,Belgium,1900,49.666,16.486,6717693.0,2.54,0.551,39957893000.0,0.25,14.3895,2.5756666666666668
2201,Bulgaria,1900,0.216,18.589,3994654.0,0.01,0.407,,0.13,14.3895,2.5756666666666668
2202,Canada,1900,20.628,9.962,5411600.0,1.06,0.934,25320480000.0,0.27,14.3895,2.5756666666666668
2203,Chile,1900,0.85,5.556,3135464.0,0.04,0.7140000000000001,10019174000.0,0.11,14.3895,2.5756666666666668
2204,China,1900,,17.329,401579661.0,,1.117,388800000000.0,0.04,14.3895,2.5756666666666668
2205,Denmark,1900,5.148,-2.806,2565597.0,0.26,1.47,12315849000.0,0.31,14.3895,2.5756666666666668
2206,Finland,1900,0.601,11.478000000000002,2641828.0,0.03,0.5710000000000001,7035714000.0,0.15,14.3895,2.5756666666666668
2207,France,1900,129.277,17.995,40013112.0,6.62,0.613,186101232000.0,0.26,14.3895,2.5756666666666668
2208,Germany,1900,326.759,16.155,55185341.0,16.74,0.374,258778104000.0,0.29,14.3895,2.5756666666666668
2209,Greece,1900,0.418,21.156,4989983.0,0.02,0.556,9785064000.0,0.15,14.3895,2.5756666666666668
2210,Hungary,1900,9.585,18.813,7106099.0,0.49,0.313,19107487000.0,0.17,14.3895,2.5756666666666668
2211,India,1900,11.945,29.928,291979136.0,0.61,0.5,271697500000.0,0.04,14.3895,2.5756666666666668
2212,Indonesia,1900,1.209,25.776,38169857.0,0.06,0.6409999999999999,51910100000.0,0.02,14.3895,2.5756666666666668
2213,Ireland,1900,,13.574000000000002,4430989.0,,0.74,,0.24,14.3895,2.5756666666666668
2214,Italy,1900,13.909,19.221,33442744.0,0.71,0.332,109905408000.0,0.17,14.3895,2.5756666666666668
2215,Japan,1900,19.412,17.685,43805856.0,0.99,0.44,93641721211.8,0.18,14.3895,2.5756666666666668
2216,Malaysia,1900,0.059,26.324,2129124.0,0.0,0.588,1825202376.0,0.05,14.3895,2.5756666666666668
2217,Mexico,1900,1.0,25.328000000000003,13383654.0,0.05,0.63,24791954000.0,0.07,14.3895,2.5756666666666668
2218,Netherlands,1900,14.634,15.879,5120625.0,0.75,0.542,27283452000.0,0.29,14.3895,2.5756666666666668
2219,New Zealand,1900,2.44,5.16,807964.0,0.12,0.735,5528757000.0,0.33,14.3895,2.5756666666666668
2220,Norway,1900,4.155,8.549000000000001,2224417.0,0.21,0.965,7245270000.0,0.3,14.3895,2.5756666666666668
2221,Peru,1900,0.245,18.919,3692024.0,0.01,1.147,3954432000.0,0.06,14.3895,2.5756666666666668
2222,Poland,1900,63.307,16.634,24340168.0,3.24,0.306,66825000000.0,0.15,14.3895,2.5756666666666668
2223,Portugal,1900,2.466,19.209,5402560.0,0.13,0.735,11213300000.0,0.13,14.3895,2.5756666666666668
2224,Romania,1900,1.238,17.845,10926867.0,0.06,0.329,6765000000.0,0.11,14.3895,2.5756666666666668
2225,Russia,1900,45.896,10.555,64946671.0,2.35,0.754,,0.1,14.3895,2.5756666666666668
2226,Serbia,1900,0.349,18.358,2513385.0,0.02,0.415,,0.12,14.3895,2.5756666666666668
2227,South Africa,1900,2.33,11.377,5338536.0,0.12,0.565,,0.11,14.3895,2.5756666666666668
2228,Spain,1900,11.219,19.797,18592431.0,0.57,0.418,49682616000.0,0.14,14.3895,2.5756666666666668
2229,Sweden,1900,9.171,12.642,5120942.0,0.47,0.58,16988440000.0,0.29,14.3895,2.5756666666666668
2230,Switzerland,1900,5.676,14.771,3284773.0,0.29,0.357,21818868060.0,0.32,14.3895,2.5756666666666668
2231,Taiwan,1900,0.11,25.205,2803860.0,0.01,0.578,,0.03,14.3895,2.5756666666666668
2232,Turkey,1900,1.037,18.768,14185978.0,0.05,0.455,,0.05,14.3895,2.5756666666666668
2233,United Kingdom,1900,419.741,12.941,41433090.0,21.5,0.607,312531070000.0,0.28,14.3895,2.5756666666666668
2234,United States,1900,662.738,19.28,78763706.0,33.95,0.379,613998101539.2,0.29,14.3895,2.5756666666666668
2235,Argentina,1913,10.146,8.511000000000001,7349182.0,0.29,0.695,46315956000.0,0.21,14.201749999999999,2.3190833333333334
2236,Australia,1913,22.391,13.424,4585034.0,0.64,0.204,39628620000.0,0.36,14.201749999999999,2.3190833333333334
2237,Austria,1913,60.984,13.505999999999998,6573639.0,1.75,0.225,37374141000.0,0.27,14.201749999999999,2.3190833333333334
2238,Belgium,1913,68.015,15.197,7504272.0,1.95,0.219,51569182000.0,0.28,14.201749999999999,2.3190833333333334
2239,Brazil,1913,6.035,23.214,23831738.0,0.17,0.369,24748360000.0,0.09,14.201749999999999,2.3190833333333334
2240,Bulgaria,1913,0.788,17.747999999999994,4680227.0,0.02,0.368,,0.17,14.201749999999999,2.3190833333333334
2241,Canada,1913,79.282,9.237,7458989.0,2.27,0.87,55654976000.0,0.32,14.201749999999999,2.3190833333333334
2242,Chile,1913,3.356,5.465,3695132.0,0.1,0.608,16592316000.0,0.15,14.201749999999999,2.3190833333333334
2243,China,1913,10.758,17.214000000000002,439199283.0,0.31,0.461,430582900000.0,0.04,14.201749999999999,2.3190833333333334
2244,Denmark,1913,9.526,-3.917,2990457.0,0.27,1.223,18601988000.0,0.34,14.201749999999999,2.3190833333333334
2245,Egypt,1913,0.04,27.669,11398913.0,0.0,0.929,20329056000.0,0.06,14.201749999999999,2.3190833333333334
2246,Finland,1913,1.663,11.201,2985031.0,0.05,0.319,10185855000.0,0.18,14.201749999999999,2.3190833333333334
2247,France,1913,171.112,17.429000000000002,39806486.0,4.9,0.395,230326965000.0,0.28,14.201749999999999,2.3190833333333334
2248,Germany,1913,535.083,14.832,63358703.0,15.32,0.199,378312270000.0,0.32,14.201749999999999,2.3190833333333334
2249,Greece,1913,1.337,20.998,5482860.0,0.04,0.359,10177300000.0,0.16,14.201749999999999,2.3190833333333334
2250,Hungary,1913,13.026,17.82,7707599.0,0.37,0.348,26216960000.0,0.19,14.201749999999999,2.3190833333333334
2251,India,1913,31.507,27.926,312177087.0,0.9,0.148,325870100000.0,0.04,14.201749999999999,2.3190833333333334
2252,Indonesia,1913,5.899,25.184,44166527.0,0.17,0.274,70277957000.0,0.04,14.201749999999999,2.3190833333333334
2253,Iran,1913,0.854,27.105,10692853.0,0.02,0.493,14017350000.0,0.04,14.201749999999999,2.3190833333333334
2254,Ireland,1913,0.224,12.615,4319240.0,0.01,0.356,18952906000.0,0.28,14.201749999999999,2.3190833333333334
2255,Italy,1913,29.964,19.079,36438143.0,0.86,0.4270000000000001,151115136000.0,0.2,14.201749999999999,2.3190833333333334
2256,Japan,1913,54.315,17.575,50816410.0,1.56,0.122,125595255000.0,0.21,14.201749999999999,2.3190833333333334
2257,Malaysia,1913,0.062,25.809,2912576.0,0.0,0.483,3974380098.0,0.06,14.201749999999999,2.3190833333333334
2258,Mexico,1913,11.743,23.328000000000003,14714406.0,0.34,0.557,29999880000.0,0.09,14.201749999999999,2.3190833333333334
2259,Netherlands,1913,27.55,14.729,6146063.0,0.79,0.254,39782456000.0,0.33,14.201749999999999,2.3190833333333334
2260,New Zealand,1913,4.214,5.237,1096177.0,0.12,0.695,9213864000.0,0.38,14.201749999999999,2.3190833333333334
2261,Norway,1913,6.918,7.702999999999999,2457013.0,0.2,0.421,10803505000.0,0.33,14.201749999999999,2.3190833333333334
2262,Peru,1913,1.572,18.585,4348132.0,0.05,0.703,7065275000.0,0.08,14.201749999999999,2.3190833333333334
2263,Philippines,1913,0.007,27.301,8288682.0,0.0,0.263,14779800000.0,0.07,14.201749999999999,2.3190833333333334
2264,Poland,1913,116.207,15.143,25285116.0,3.33,0.343,74040120000.0,0.17,14.201749999999999,2.3190833333333334
2265,Portugal,1913,3.858,21.028,5918901.0,0.11,0.482,11896224000.0,0.14,14.201749999999999,2.3190833333333334
2266,Romania,1913,6.991,16.634999999999998,11889775.0,0.2,0.407,9608209000.0,0.14,14.201749999999999,2.3190833333333334
2267,Russia,1913,75.06,10.864999999999998,73052598.0,2.15,0.7440000000000001,,0.12,14.201749999999999,2.3190833333333334
2268,Serbia,1913,1.82,17.748,3128143.0,0.05,0.484,,0.14,14.201749999999999,2.3190833333333334
2269,South Africa,1913,18.983,11.477,6668080.0,0.54,0.608,,0.12,14.201749999999999,2.3190833333333334
2270,South Korea,1913,0.018,19.906,9861608.0,0.0,0.384,12400183857.1,0.04,14.201749999999999,2.3190833333333334
2271,Spain,1913,17.419,20.62,20262202.0,0.5,0.296,62146621000.0,0.17,14.201749999999999,2.3190833333333334
2272,Sweden,1913,15.953,11.821,5581381.0,0.46,0.332,25749801000.0,0.33,14.201749999999999,2.3190833333333334
2273,Switzerland,1913,9.252,13.741,3751057.0,0.26,0.326,31576840226.4,0.33,14.201749999999999,2.3190833333333334
2274,Taiwan,1913,0.854,26.231,3368611.0,0.02,0.509,4471422000.0,0.06,14.201749999999999,2.3190833333333334
2275,Turkey,1913,2.037,18.306,14734404.0,0.06,0.599,22095000000.0,0.06,14.201749999999999,2.3190833333333334
2276,United Kingdom,1913,498.322,12.335,45883117.0,14.27,0.312,374869588000.0,0.33,14.201749999999999,2.3190833333333334
2277,United States,1913,1442.542,18.731,100508338.0,41.31,0.202,986598461256.4,0.31,14.201749999999999,2.3190833333333334
2278,Venezuela,1913,0.015,24.424,3087354.0,0.0,0.254,5029500000.0,0.08,14.201749999999999,2.3190833333333334
2279,Vietnam,1913,1.352,27.423,18763166.0,0.04,0.251,22413901000.0,0.03,14.201749999999999,2.3190833333333334
2280,Zimbabwe,1913,0.583,15.376,1346677.0,0.02,0.484,,0.04,14.201749999999999,2.3190833333333334
